,User,Tweet
155,man_ruins,"@zetrosoft @anonpost1997 @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Zetro, this is based as high IQ ppl will stay here and we can GDPMaxxx"
156,anonpost1997,@zetrosoft @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I'm a very successful incel mind you.
157,anonpost1997,@zetrosoft @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 You bloody pajeets are doing the job for less.
158,anonpost1997,@zetrosoft @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Not really but go off on your shitty libertarian tangents lmao. Stay out of this country! We don't want your kind here anymore. You know how hard it is for a guy like me with no experience to get a job here. I've applied to tons of places and I haven't gotten one reply back.
159,zetrosoft,@anonpost1997 @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Working for lower wages is wonderful for the economy
160,anonpost1997,"@zetrosoft @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 How is ""stealing our jobs"" a ridiculous argument? Indians are coming to this country for the same reason as Mexicans- because they work for less money. They're not intelligent people, just high tech serfs."
161,zetrosoft,"@majesticprimate @hodlvolk @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Wait wait wait, you want to end mass immigration because of assimilation issues, or because of thia ridiculous ""stealing our jobs"" argument?"
162,anonpost1997,@majesticprimate @hodlvolk @zetrosoft @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Indian lawyers should be banned.
163,majesticprimate,@hodlvolk @zetrosoft @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 😮🤣
164,majesticprimate,"@zetrosoft @hodlvolk @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 End H1B &amp; H4 + slash all other visas India abuses.

India has also stuffed the Green Card queue with ""dual intent"", an H1B abuse, so agree we ought to just unroll all those.

Know some great Indians here but no need to further ruin the middle-class job market with mass migration."
165,electrek_wizard,@veritasium https://t.co/qZyMXxiz4Z
166,notrealdemocrat,RT @dpreview: Well this is cool. @veritasium shows us how to record air flow and gasses that are normally invisible https://t.co/8HBgIyfFfA…
167,j_sape,@veritasium Why does a baseball have 108 stitches? Exist a physic explanation? thanks
168,Burgerb,@PullNews @AlexanderSoros @veritasium @neiltyson @neilhalloran https://t.co/ENoDO0qNJq
169,ArjavJ_314,"@thephysicsgirl @veritasium @NickLucid @tweetsauce Magnets have magnetic field around them, so does a current carrying conductor. But it came to my mind that what kind of magnetic field would a current carrying magnet possess? (I'm passing current through a normal magnet)"
170,gany_phys,"RT @cap__sac: The SAC will run the ""Professionals in Science Communication"" Panel. It will feature Derek Muller(@veritasium), Jason Palmer(…"
171,cap__sac,"The SAC will run the ""Professionals in Science Communication"" Panel. It will feature Derek Muller(@veritasium), Jason Palmer(@djasonpalmer from @TheEconomist) and Natalie Wolchover(@nattyover from @QuantaMagazine) and will run May 9th, 5-6:30 PM EST. Registration opens next week! https://t.co/09uRKxlmiP"
172,zetrosoft,@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I ain't stealing anybody's job. I'll stay in India rather than going around the world begging like pathetic commie Mallus
173,hodlvolk,@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I at least have taken the time to learn Hindi without a monetary inducement created by stealing someone else's job.
174,zetrosoft,@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Says an NRI who can't properly speak Hindi
175,hodlvolk,@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 There should be a wall between Indians and all things English.
176,Abraham_wi,RT @ProfessorShonku: @Fact There are many videos where people have stayed past 1hr. Check @veritasium videos.
177,ProfessorShonku,@Fact There are many videos where people have stayed past 1hr. Check @veritasium videos.
178,komal_parit,"RT @mohakmangal: While struggling with COVID over the last few days, binge-watched YouTube to help me with my recovery. Perhaps 12 hours ev…"
179,247_Om,RT @drdouggreen: DrDoug's NetNuggets #edchat #cpchat @rmbyrne @POETSorg @Innovative_Tech @willknight @WIRED @socialmedia2day @veritasium @l…
180,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 You forced them to scoop shit for 3500 years. You treated your fellow Indians worse than animals
181,rhpMike,"@idyllicfinance For obvious reasons you're getting a lot of personal finance answers, but I have always really liked @veritasium."
182,dhacklerjr,RT @drdouggreen: DrDoug's NetNuggets #edchat #cpchat @rmbyrne @POETSorg @Innovative_Tech @willknight @WIRED @socialmedia2day @veritasium @l…
183,PullNews,"My new video on #climate science: 
https://t.co/2g70qfH8vx

Please watch @alexandersoros @veritasium @neiltyson @neilhalloran"
184,p_pandora,RT @fqmente: @fqsaja1 Recomiendo este vídeo del gran @veritasium https://t.co/cW6RkHoXOS
185,SciencePetr,"This job is really wonderful sometimes.

📷: @veritasium https://t.co/vqBvj3Fwcz"
186,DoraSaylikoglu,@elonmusk @JeffBezos @MarkRober @Mrwhosetheboss @MKBHD @veritasium @flymepegasus @TurkishAirlines @lufthansa @Sony @araskargo @Eczacibasi @YapiKredi @AlternatifBank @GarantiBBVA @istanbulbld @kocaelibld @YildizHoldingTR @pfizer @Unilever @mzorluvakfi @aselsan
187,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I hope all sanghis move to Antarctica and India becomes Sanghi Mukt
188,KyleKyleLam1,"RT @veritasium: I appreciate the irony, but does anyone in Sydney have some Snatoms I could borrow?"
189,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 It was a mistake but we can’t fix it now
190,zetrosoft,@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Why were those dumb pagans allowed in America in first place?
191,hodlvolk,@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Indian data scientists should be banned
192,zetrosoft,@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Been for 4 hours
193,hodlvolk,@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Now you are against leaving india?
194,zetrosoft,"@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Terrible sanghi NRIs/OCIs who abandoned India.
Like you."
195,hodlvolk,@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Yes what
196,zetrosoft,@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 https://t.co/kdCP7cpDk0
197,hodlvolk,@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 You just spoke to an American and he got a good sense of you.
198,zetrosoft,@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 The Indians who are coming to America are mostly trad sanghis.
199,hodlvolk,"@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Terrible indian liberal karens want to supplant American workers because  ""in capitalism that is good"""
200,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 We are gonna build an English speaking Secular State with Fusion Culture.
201,zetrosoft,@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Terrible sanghis are destroying America. Everyone hates Indians
202,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Do whatever Gagan Ji wants.
203,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Ok.
204,zetrosoft,"@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Yep, sanghis are sellouts"
205,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 South asia doesn’t care
206,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Because it’s fake
207,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Still do! But I want to keep certain ancestral memories alive such as hatred for Muslims and schedule castes and tribes. Will need to have Hindu identity for that but not faith
208,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 He said he doesn't consider himself Christian
209,hodlvolk,"@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Because those Indians are sellouts who just want to steal American jobs and make themselves feel superior to Indians in India, while pretending to contribute to America.

DEPENDENT NIHILIST"
210,zetrosoft,"@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 My Brahmin hood isn't apparent due to my surname, whereas you can't challenge Brahmin hood of Gagan Ji"
211,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Last week you wanted to convert panchgauda Brhamins to Christianity
212,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 He’s orthodox Christian
213,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 But aren’t you also a Brahmin? Why rely on @goodgc81 to make your argument then? Something’s strange…
214,zetrosoft,"@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 You're not Brahmin. Gagan Ji is Brahmin. So we will do whatever Gagan Ji wishes.
And that is an English speaking secular free market state"
215,anonpost1997,@hodlvolk @zetrosoft @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Go easy on him. After today I don’t think he’s coming here anymore. Let’s focus on making him a Hindu again.
216,zetrosoft,@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 NRIs are despised because they are terrible sanghis who tell Indians to stop learning English
217,hodlvolk,@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Ramayana based hindi speaking an cap hell hole
218,hodlvolk,@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I think you've only got yourself and your views to blame for your why you are despised today
219,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Same thing
220,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I didn't insult Brahmins. I insulted Pashuram
221,zetrosoft,"@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 We will do whatever Gagan Ji wants.

A secular English speaking state with free market."
222,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Then what’s the problem? Shouldn’t they be part of your Christian movement then?
223,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Most Brahmins are woke lefties
224,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 *nibba
225,zetrosoft,@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 *You're
226,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 He’s just one guy. Vast majority don’t care I think
227,hodlvolk,@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Your larping as both a brahmin and a christian.
228,zetrosoft,"@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 A lot of NRIs are horrible sanghis. Look at Rajiv Malhotra.
They are terrible creatures. No wonder Americans despise Indian immigrants"
229,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Pashuram is not even 1/100th of Jesus
230,anonpost1997,@hodlvolk @zetrosoft @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 https://t.co/le5lOZT4Ze
231,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Parshuram* and I’m on board but until then I’m sailing on a different ship than you.
232,hodlvolk,@anonpost1997 @zetrosoft @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Guy in your picture sings in a gospel choir.
233,zetrosoft,@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 We will build a secular English speaking state which loves Jesus. NRIs should be dropped in Pacific
234,anonpost1997,"@hodlvolk @zetrosoft @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Guy in your picture opposed Hindi imposition btw. You should do some more research to find out free marketers in early Indian were typically parsi not Brahmin,"
235,hodlvolk,"@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I want a 20 year moratorium on all migration, and I want a wall. Deport illegals. And cancel all the h1bs h4s and diversity lottery.

Indians should learn Hindi, build its own economic ecosystem from the ground up based on hindi and local languages, and beef up trade and manufac."
236,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 They are much better than skinny incels
237,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Glory to dada parshuram
238,anonpost1997,"@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Admit it. Without them India would be a much better place. They’re absolutely filthy, blame others for their own circumstances, and don’t do any hardwork. I’d rather take an additional half a billion j*ws over them."
239,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 What
240,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Gtdp
241,anonpost1997,@hodlvolk @zetrosoft @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Absolutely but don’t compare yourself to Rama
242,zetrosoft,@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Core principles like killing Dalits?
243,zetrosoft,@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 It was in DMs. That's why I asked Gagan Ji to search
244,hodlvolk,@anonpost1997 @zetrosoft @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Can you distill some core principles?
245,anonpost1997,"@majesticprimate @hodlvolk @zetrosoft @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Yeah, I just checked and I’m down two!"
246,hodlvolk,@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Kindly pull up the tweet if you have it.
247,zetrosoft,"@majesticprimate @anonpost1997 @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 @hodlvolk should make it clear that he wants Hindu immigration in America to end.

Could possibly even deport the existing ones"
248,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Who wants Ram Rajya? Rama is dead we will see him after we are too. We must follow Vakatakan empire policy too be great.
249,majesticprimate,"@anonpost1997 @hodlvolk @zetrosoft @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I bet we lost some followers tonight.

This was basically a wild Space in tweets.

Sorry for all the folks who were looking for other topics."
250,anonpost1997,"@majesticprimate @zetrosoft @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 No, it’s Bharat"
251,anonpost1997,@zetrosoft @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I think he might have been mistaken and it’s clear his views have shifted towards being correct now and the past as we say is ancient history.
252,zetrosoft,"@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Yes, an anti-Hindutva Brahmin who has no interest in Ram Rajya nonsense"
253,majesticprimate,@zetrosoft @anonpost1997 @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 It's Kebbin.
254,hodlvolk,@anonpost1997 @zetrosoft @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Gagan can do oppo research against me if he choose because I trust that he is a honorable brahmin and will follow the appropriate course of action in accordance to dharma.
255,zetrosoft,@anonpost1997 @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Kevin was talking specifically about who Indians helped build America
256,anonpost1997,@majesticprimate @zetrosoft @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 It should be noted Latinos are closer to Anglos than any Pajeets are even wannabe Christian ones as they share common Euro heritage/culture
257,majesticprimate,"@anonpost1997 @zetrosoft @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Wow it continues.

Way past my new bedtime.

If Zetro reverts on my investment, he's in trouble."
258,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 @goodgc81 please don’t share this private dm as it goes against group chat etiquette. Thank you and have a great day. Jai Parshuram Brahmin Ekta
259,majesticprimate,"@zetrosoft @hodlvolk @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Yes the colonies &amp; founding culture were Anglo at core.

But even early on there were other groups who yes built the country &amp; assimilated; adding to the culture.

TX mixed pre-US / Mexico. As I recall Tejanos / Texians for instance became core new citizens with their Anglo bros."
260,zetrosoft,@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I'm waiting for Gagan to post screenshot of Hindu America Elite thing
261,anonpost1997,@hodlvolk @zetrosoft @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 That’s a solid suggestion but I think India should be not a shithole first.
262,anonpost1997,@zetrosoft @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT Not really but go off King
263,zetrosoft,@anonpost1997 @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT Techies are mostly all Brahmins
264,hodlvolk,"@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Yeah like through yoga and meditation, which can be done via zoom and YouTube. Not mass migration.

Freedom as in Moksha"
265,anonpost1997,@zetrosoft @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT I don’t want more Brahmins here also more recent immigration appears to be Telugu trader caste and not Brahmin.
266,zetrosoft,@anonpost1997 @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT A lot of Indians who are coming to America right now are really terrible Brahmins. No wonder it is creating resentment
267,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Perhaps he meant Tulsi Gabbard
268,anonpost1997,@zetrosoft @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT Baniyas and Khatris run bureaucracy in India though Brahmins are overrepresented.
269,zetrosoft,@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I'm giving keywords to search the comment. I'm not giving phrase
270,anonpost1997,@hodlvolk @zetrosoft @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 That really only applies to a select group of people who are basically WASPs now after interbreeding. The Mexicans jumping over the border right now and in past years have no claim to it. Everyone in that group is WASP now basically.
271,hodlvolk,@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Doesn't sound like my word choice....
272,zetrosoft,@anonpost1997 @majesticprimate @hodlvolk @valleyridersss @veritasium @CityBeautifulYT Brahmins run judiciary and bureaucracy in India
273,anonpost1997,"@majesticprimate @zetrosoft @hodlvolk @valleyridersss @veritasium @CityBeautifulYT Also, Kammas run immigration scam here. Brahmins on other hand are too weak, divided, and moral to do that kind of stuff. We get blamed for everything."
274,anonpost1997,"@majesticprimate @zetrosoft @hodlvolk @valleyridersss @veritasium @CityBeautifulYT Yes, it’s an important one to get particularly because the Brahmins are ineffective and monopolizing institutions due to diversity and morals. Baniyas on the other hand took over Uganda till Idi Amin kicked them out and Patel have taken over hotel industry here. (1/2)"
275,hodlvolk,"@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 I said that after the Mexican American War there were Mexicans living in Texas and California who were given the option to go to Mexico or stay in the US, and many stayed. Because you were trying to claim it was an wasp ethno state."
276,zetrosoft,"@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 You can search ""Hindus America elite"" if you're on the old group.

USB thing was also brought up by him"
277,majesticprimate,"@anonpost1997 @zetrosoft @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Gotta stop lashing out @zetrosoft, it's not going to get you anywhere."
278,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 He’s clearly being facetious
279,majesticprimate,"@anonpost1997 @zetrosoft @hodlvolk @valleyridersss @veritasium @CityBeautifulYT @anonpost1997 I learned this from Jayant, by the way. Can't recall the exact comment. But I'd inherited this Western simple notion of caste as just pure hierarchy so brahmins must be driving all of this &amp; exporting it. &amp;As he does he just politely &amp; bluntly cleared that right up."
280,zetrosoft,@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 https://t.co/uSjSdULvug
281,hodlvolk,@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Are you latino now?
282,zetrosoft,"@hodlvolk @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 You also said ""everyone built America, not just Anglo Saxons""

And ""Latinos have a claim to America because Texas originally belonged to them"""
283,hodlvolk,@zetrosoft @anonpost1997 @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 Lmao
284,zetrosoft,"@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT @goodgc81 can you search Direct Messages for words ""Hindu America elite"""
285,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT Proof?
286,zetrosoft,@anonpost1997 @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT Yes
287,anonpost1997,@zetrosoft @hodlvolk @majesticprimate @valleyridersss @veritasium @CityBeautifulYT Really?
288,zetrosoft,@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT That's so ironic coming from you. 2 weeks ago you were saying Hindus should be the elite in America
289,hodlvolk,@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT I don't trust you to wake up to tomorrow and hold the same opinion have right now. God knows what you'll belive 5 minutes from now.
290,zetrosoft,"@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT Yes, message is from 11:17 AM
And I changed my mind at 11:48 AM as you can see in that tweet."
291,majesticprimate,@hodlvolk @zetrosoft @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT We've reached a conclusion. So I'll leave it where I did.
292,zetrosoft,"@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT I believe I sent that message before I posted this
https://t.co/OxFHqnTNQI"
293,hodlvolk,@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT 3 hours ago.
294,zetrosoft,"@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT That was sent before I changed my mind.
See the time."
295,hodlvolk,@majesticprimate @zetrosoft @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT I was being mean to Parth bhaiya ji
296,majesticprimate,"@zetrosoft @hodlvolk @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT It doesn't sound like you are.

But if so, I wish you luck."
297,hodlvolk,@zetrosoft @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT https://t.co/oT0BWbUWkw
298,majesticprimate,"@hodlvolk @zetrosoft @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT Ouch.

But yes young adults who're already culturally ingrained yet have accomplished nothing. These are the last people who should try to be adopted elsewhere.

They should attempt something at home, even failing. &amp; Then see if they've proven their value as an adoptee elsewhere."
299,zetrosoft,@hodlvolk @majesticprimate @anonpost1997 @valleyridersss @veritasium @CityBeautifulYT I'm staying here
